"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
1.6425272502389,2.6,0.21,0.31,-69.3,-0.46,-95,61,0.9461,4.48,1.29,12,-1,1.79175946922805,1
5.38892402003922,1.5,0.45,0.27,0.8,-0.286,-115,335,0.9838,2.21,-0.37,15.6,1,1.94591014905531,3
4.13326188616548,6,0.28,0.38,1.3,0.111,37,104,0.98865,3.2,-0.86,9,0,1.94591014905531,3
1.32634915613359,3.9,0.33,1.24,-28.8,0.567,-157,200,0.96715,2.17,-2.86,2.6,-1,2.30258509299405,1
1.86300349203696,6.7,0.18,-1.23,10.2,0.039,17,296,0.95727,3.11,0.53,4.6,0,1.94591014905531,1
3.9192117479971,7.8,0.21,1.47,-45.6,0.039,181,140,0.9959,2.32,0.31,4.2,0,2.07944154167984,3
1.55872420193094,7.2,0.57,0.06,44.4,0.082,-55,142,0.9972,3.36,-0.59,21.6,-1,2.07944154167984,1
4.44873003111614,7.6,1.64,1.05,1.4,-0.195,41,142,0.9934,3.88,0.53,10.1,0,2.07944154167984,4
4.21681240309942,7.3,-0.475,0.2,10.2,0.631,296,212,1.012,2.96,0.58,9.2,1,2.07944154167984,2
2.39956472490728,7.2,0.16,0.05,-28.3,0.037,164,104,0.9924,3.23,1.73,16.2,1,2.07944154167984,1
6.02509502580795,18.1,-0.215,0.4,13.5,-0.49,301,154,1,3.35,2.02,14.5,1,2.07944154167984,4
2.5373121137488,8.5,0.12,0.26,4.3,0.038,284,97,0.99477,2.38,-1.28,9.2,1,1.79175946922805,1
4.03042161537577,7.1,1.32,0.95,-4.6,0.621,-185,-37,1.0729,3.1,0.49,14.2,1,2.07944154167984,2
4.85552971991187,-3.3,0.22,1.56,2.3,0.052,-288,373,0.991,3.96,0.35,8,1,2.07944154167984,3
3.39800367321134,7.2,-0.69,0.27,5.8,0.243,46,149,1.0042,2.6,0.59,9.3,0,2.07944154167984,2
4.42434429440313,7.5,0.81,-0.31,2,-0.333,201,39,0.98949,3.36,1.58,13.6,0,1.79175946922805,3
3.34575532690021,7,-0.52,0.41,18.75,0.042,-227,157,1.02992,2.49,0.5,9.7,0,2.07944154167984,2
2.8635864939133,7.5,0.27,1.77,-23.6,-0.141,180,-127,0.92398,2.04,-1.15,11.9,-1,2.07944154167984,2
2.82792653601998,5.8,1.55,0.4,1.2,0.076,47,-113,1.01491,3.13,0.45,10.3,-1,1.79175946922805,2
3.26231654890507,6.7,0.24,-2.27,-25.45,0.432,350,-101,0.99189,4.3,0.59,8.3,-1,1.94591014905531,3
3.30696441510205,21.1,0.52,-0.55,-48.5,0.055,-71,524,1.02169,3.27,0.5,8,0,2.07944154167984,2
3.19263243814826,11.3,-0.96,-0.49,-8.8,0.084,7,250,0.99831,3.08,-0.13,14.7,0,2.484906649788,2
1.51408486229038,7.5,0.28,1.46,1.6,0.071,33,-6,0.99847,3.19,2.11,10.2,-1,1.94591014905531,1
6.25213441574394,5.6,0.18,-0.48,-6.1,0.549,-68,47,0.94717,3.94,-0.23,14.7,1,1.79175946922805,4
1.54579531011724,-4.2,0.27,0.33,-3.1,0.042,224,183,0.99215,4.1,-0.84,10.7,-1,1.94591014905531,1
2.34097895776565,7.2,0.69,0.72,1.2,-0.514,32,180,0.98983,2.04,0.61,10.5,1,2.07944154167984,1
1.60008996573092,1.9,1.68,0.08,61.2,0.374,28,46,0.9988,3.32,1.68,9.7,0,2.39789527279837,1
1.36640454548223,8.2,0.345,-0.37,18.2,-0.344,-104,205,0.99965,1.72,-0.62,6.2,-1,2.30258509299405,1
1.73799324341557,10,0.49,0.2,11,-0.277,13,50,1.0015,3.16,0.79,14.5,0,2.39789527279837,1
1.79398878121343,-4.2,0.68,0.87,7.2,0.078,256,39,1.03978,3.26,2.24,9.9,0,2.07944154167984,1
2.82043162909416,1.1,1.43,0.56,71.2,-0.471,-95,412,0.98018,3.14,0.46,8.7,2,2.07944154167984,1
5.26409108558904,7.7,0.66,0.04,-26.9,0.039,4,709,0.9962,0.83,0.47,9.4,2,2.07944154167984,2
5.08604502015889,11.3,1.44,1.38,3.5,0.039,29,191,0.9908,3.34,0.52,16.1,1,2.07944154167984,3
1.5380144183017,5.6,0.245,0.32,1.1,0.197,242,-12,1.03087,4.11,1.2,6.5,-1,1.79175946922805,1
3.5692792554007,6.5,-1.15,-0.68,8.5,0.047,-105,210,0.9962,2.82,-1.19,8.9,0,1.94591014905531,2
2.51408398381115,7,0.38,0.45,13.65,-0.162,-136,460,1.03591,3,3.19,2.6,-1,2.07944154167984,2
1.78865402030981,2.9,0.57,0.08,2.6,0.089,14,27,1.03774,4.01,1.53,10.4,0,2.07944154167984,1
1.80420851959851,8.5,0.46,0.89,1.4,-0.056,246,45,0.99702,3.03,1.35,15.6,0,2.30258509299405,1
5.23050778960214,6.9,-0.17,0.66,-25.6,0.063,-143,-136,0.9957,3.54,0.02,8,2,2.07944154167984,2
5.9650402254187,7.4,0.12,0.22,1.4,0.467,16,-146,1.03755,3.98,0.77,23.6,1,2.07944154167984,4
6.59047718469966,2.8,-0.25,0.59,12,0.053,55,177,0.96136,3.52,0.44,9.9,2,1.94591014905531,3
1.48730473216714,7.4,0.19,0.31,-7.9,0.045,39,421,1.0375,3.1,0.5,13.4,-1,2.07944154167984,1
3.61868710204556,6.6,0.5,-0.39,9.2,-0.516,240,92,0.99206,3.07,0.35,11.7,0,1.94591014905531,2
3.31339069058079,-1.9,0.3,0.38,61.7,0.046,-96,235,0.9955,3.2,-0.06,2.8,0,1.94591014905531,2
3.27874097269206,8.8,0.41,0.64,-81.1,0.281,-106,9,0.96614,2.39,0.78,15.5,0,2.30258509299405,2
4.43612347434397,6.1,0.1,1.31,2.1,0.031,50,416,0.95175,3.39,0.72,18.6,0,1.94591014905531,3
5.22137068046594,6.7,0.22,-0.35,1.2,0.394,-313,86,1.0008,3.1,0.33,16.6,1,1.94591014905531,3
4.36203518300732,6.8,0.31,-0.09,-20.9,0.052,35,143,0.9959,3.14,-0.13,9,1,1.94591014905531,2
3.77090866120428,5.4,-2.265,-0.55,43.5,0.292,36,110,0.99438,3.26,0.41,9.5,0,1.79175946922805,2
4.66603384529786,7.8,1.76,1.01,-90.5,0.033,37,427,0.994,1.14,0.35,6.4,1,2.19722457733622,3
4.91213050780754,22,-1.15,1.41,10.5,0.043,49,228,0.9974,3.83,-0.84,10.4,1,2.30258509299405,3
1.96247257806963,6.4,-0.5,-0.48,-38.6,0.152,23,480,0.9814,4.29,0.56,12.4,0,1.94591014905531,1
3.29564475108721,-4.6,0.23,-0.23,67.3,0.044,201,-54,0.99831,3.22,0.62,6.6,0,2.07944154167984,2
1.25231602998885,6.8,-0.33,-1.25,21.9,0.052,583,127,0.9933,3.04,0.54,8.9,-2,1.94591014905531,1
5.2319800570275,6.4,0.18,0.33,4,0.186,98,-16,0.94301,3.06,0.4,9.3,1,1.94591014905531,3
1.39124471640491,0.8,0.25,-0.62,2.5,0.541,5,210,1.0107,3.52,0.94,5.6,-1,2.07944154167984,1
3.34224277750265,7.7,0.26,0.3,46.1,0.287,20,38,0.92576,3.29,1.61,7.6,0,2.07944154167984,2
1.51160891488587,4.4,0.45,0.07,-10.8,0.331,10,123,1.00723,2.97,-0.68,10.8,-1,1.94591014905531,1
3.63046805332254,16.1,0.125,0.07,54.6,0.044,361,68,0.99014,2.1,0.5,12.4,0,1.94591014905531,2
3.50425396943551,-4.5,0.21,-1.15,121.2,0.046,237,216,0.98368,3.25,1.9,17.5,0,2.07944154167984,2
6.08094593621144,16.6,-0.17,1.18,2.6,0.238,12,60,1.02471,4.05,-0.39,9,1,1.79175946922805,4
1.46515990957199,6.2,1.47,0.28,67.3,-0.54,-218,111,0.94691,3.5,-0.16,10.2,-1,2.07944154167984,1
1.79464700233005,3.3,1.75,0.35,2,0.059,19,552,0.9944,4.42,-1.19,9.9,0,2.07944154167984,1
4.24126893677354,7.3,0.29,0.3,13,-0.309,52,312,0.9986,3.06,0.41,8.7,1,2.07944154167984,2
3.85438270299339,1.4,0.27,0.58,75.6,0.036,44,476,0.9686,3.06,0.56,8.9,0,2.19722457733622,3
5.36413675915343,8.7,0.15,-0.78,-27.1,0.364,-84,456,0.99046,2.05,0.34,17.4,1,1.94591014905531,3
1.59130380657136,6.3,0.39,0.32,5.9,-0.479,352.5,260,0.97682,3.12,-0.99,10.1,-1,1.94591014905531,1
4.94062436901008,7.4,0.16,0.49,1.2,0.857,164,-72,1.01098,4.23,0.52,12.5,1,2.07944154167984,3
2.94734199530374,9.4,1.045,0.35,-7,-0.296,226,95,0.98822,3.44,0.46,17.3,-1,1.94591014905531,2
5.47838469396559,-14.5,-0.16,-1.24,-1.3,-0.678,13,94,0.9904,3.79,-0.82,15.6,1,1.94591014905531,3
5.81183145127386,7.1,0.29,0.34,7.8,-0.886,49,128,1.01555,4.39,0.4,10.7,1,2.07944154167984,4
1.24268189183881,4.4,0.45,3.19,1.3,-0.107,152,79,0.9937,4.4,0.38,11.6,-2,1.94591014905531,1
6.51891126579159,11.8,0.78,0.74,2.8,0.088,74,410,0.9928,3.51,0.93,18.4,2,2.07944154167984,3
4.3149490611367,8,0.58,0.08,1.9,0.059,20,31,0.97305,2.24,0.64,10.2,0,1.79175946922805,3
5.7328388191061,3.9,0.38,0.36,3,0.081,119,770,0.96381,3.04,-0.42,14.7,1,2.19722457733622,4
4.24544939416346,2.9,1.09,2.02,82.2,0.039,151,397,0.99064,3.08,0.38,6.5,1,1.94591014905531,2
4.92515391312286,9.2,0.42,-0.78,1.7,0.04,535,172,1.04207,2.98,0.67,12,1,2.19722457733622,3
1.93870185966299,9.3,0.13,0.25,12.9,-0.291,262,314,1.02763,3.05,0.91,10.4,0,1.94591014905531,1
5.01339214507415,6.8,0.27,0.36,7,0.043,74,207,0.98756,2.56,0.49,3.8,1,1.94591014905531,3
3.83555722270292,10.4,1.65,-1.09,2.8,0.44,20,420,0.99624,2.51,0.49,10,0,2.07944154167984,3
4.10568910657418,7.5,0.33,0.48,81.55,-0.237,55,-129,1.001,2,1.56,15,0,2.07944154167984,3
1.94516406281119,6.8,0.68,1.46,1.4,-0.154,38,108,0.97004,2.07,0.98,12,0,1.94591014905531,1
4.99477713223229,6.5,0.3,-1.07,129.7,0.029,35,138,0.99114,2.64,0.6,5.7,1,1.94591014905531,3
3.24307871784519,5.9,0.42,0,44.7,0.048,4,0,0.95427,3.71,0.74,19.5,-1,1.6094379124341,2
1.56321961871153,7.6,-1.27,1.87,28.5,0.033,26,146,0.99076,2.98,0.49,14.7,-1,2.07944154167984,1
3.69627471895039,-2.7,0.25,0.27,-51.2,-0.075,222,141,0.99592,1.95,0.5,9.8,0,1.79175946922805,2
5.14716932948495,13.6,0.27,0.32,34.8,0.435,18,93,0.99044,3.11,2.07,12.25,1,1.94591014905531,3
3.69015801212526,3.9,-0.59,-0.82,3.2,0.088,15,126,1.03349,1.82,0.51,6.7,0,2.30258509299405,3
1.38747322310968,7.8,0.6,0.82,52.8,0.08,14,3,1.04774,2.6,0.52,9.9,-1,2.19722457733622,1
1.83261874810065,-1.1,-0.98,0.37,1.7,0.05,31,243,0.97693,4,2.11,11.8,0,2.19722457733622,1
4.43059460232255,16.1,-1.52,1.54,2.4,-0.281,569,100,0.99135,3.08,0.28,14.1,0,2.07944154167984,3
3.95438143698337,5.8,0.26,0.3,9.3,0.172,35,531,0.99581,4.31,-1.21,8.1,0,2.07944154167984,3
1.85700240453896,8.1,-0.71,-0.87,15.1,0.081,12,100,0.89684,3.53,0.23,9.6,0,2.19722457733622,1
1.69569264149987,5,0.24,0.48,-39.2,0.039,48,236,1.01304,3.69,0.62,13.3,-1,1.6094379124341,1
2.32063902410215,9.1,1.51,0.24,17.6,0.113,279,117,0.9928,3.16,0.05,13.4,1,2.07944154167984,1
2.84029045512835,13.9,0.27,0.6,-54.2,-0.81,36,372,0.97054,2.26,0.55,11,-1,2.07944154167984,2
2.70642845210851,6,1.72,-1.14,-27.7,-0.399,36,174,1.03561,3.14,0.5,9,-1,1.94591014905531,2
1.70348123256223,12,0.6,0.08,2.6,0.592,3,-237,1.03191,1.99,-0.05,7.8,0,2.19722457733622,1
4.24694268526253,12.9,-0.84,0.43,43.6,0.057,32,181,0.98602,3.41,0.51,10.5,0,1.94591014905531,3
3.97744960066891,12.5,1.21,1.77,-52.9,0.593,47,-94,1.04535,4.32,3.66,13.4,0,1.94591014905531,3
1.65576735152665,5.9,1.36,0.28,1.9,-1.083,304,78,0.9918,2.52,-0.47,11.2,-1,1.79175946922805,1
1.90520734998965,27.9,-0.3,-0.69,-12.1,-0.102,-199,276,1.02745,3.1,0.76,9.5,0,1.94591014905531,1
3.08772658888674,-12,0.635,-1.59,1.8,0.97,183,218,0.97322,2.39,-1.36,9.3,0,2.30258509299405,2
3.40348213063985,7.2,0.5,-1.04,0.8,0.555,132,-52,0.9932,4.7,-0.48,14.3,0,2.07944154167984,2
1.86372897396715,3,-0.26,0.52,47.1,0.219,312,382,0.97551,3.08,0.56,8.7,0,2.07944154167984,1
4.03439059214464,11.8,0.24,0.33,21.1,0.613,45,101,1.01842,3.8,0.46,11.7,1,2.19722457733622,2
4.53943833253569,7.3,-0.18,0.41,14.6,0.048,73,223,0.99863,4.01,0.71,9.4,0,2.07944154167984,4
4.54769831686715,6.2,1.02,-0.01,24.95,0.417,39,-224,0.9931,2.66,1.91,10.8,0,1.94591014905531,4
3.82767427206715,7.9,0.29,0.16,-31.8,-0.507,-23,177,0.99706,3.13,0.89,10.6,0,2.30258509299405,3
1.74277541287835,10.7,-0.12,-0.68,-46.95,0.456,-50,276,1.01888,1.83,0.32,8,0,2.19722457733622,1
2.55925662546688,0.4,0.22,2.13,26.9,0.042,301,168,1.02009,2.47,0.36,20.5,1,1.94591014905531,1
5.15535291210933,6.6,1.06,-0.36,-3.3,0.042,249,101,0.99195,4.08,0.41,10.5,1,1.94591014905531,3
3.61632162792547,14,0.17,0.76,-47.5,-0.213,-77,122,0.90113,2.26,0.52,8.5,0,1.94591014905531,2
2.0908365152884,6.4,-1.645,-1.07,3.3,-0.208,-338,547,0.99482,3.42,-0.35,13.7,0,1.79175946922805,1
5.23324980386794,7.1,0.38,0.71,3.5,-0.031,38,-489,0.98872,4.18,0.47,12.2,1,1.94591014905531,3
1.4050562207029,3.5,-0.43,0.49,1.3,1.176,27,372,0.9936,2.49,-1.01,10.2,-1,2.19722457733622,1
3.25541353992051,9,1.48,1.84,23.8,-0.287,20,-256,1.0262,3.16,-0.04,7.1,0,2.07944154167984,2
3.54063918730225,12.5,0.4,1.08,2.1,0.339,15,230,0.998,2.2,0.81,9.7,0,2.484906649788,3
2.93816961429263,14,0.42,0.27,2,0.142,252,55,1.03355,3.78,0.64,12.3,-1,1.79175946922805,2
5.05336106320144,7.5,1.46,1.64,5.8,0.564,23,401,1.03148,3.18,0.59,10.5,2,2.07944154167984,2
2.22655701294894,7.3,0.42,-1.35,2.7,0.084,-219,-250,0.98045,3.21,-0.73,6.5,1,2.07944154167984,1
2.36538695790829,19.3,0.52,1.7,2.3,-0.338,8,38,0.98533,4.6,0.61,12.3,1,2.07944154167984,1
1.89712526975558,10.4,-1.16,0.14,51.4,0.06,12,113,0.99344,3.32,0.34,5,0,1.94591014905531,1
6.60959681069097,7.5,2.34,2.11,125.55,-0.363,31,159,0.96564,4.56,0.44,7.8,2,2.19722457733622,4
2.27119502423435,8,-0.81,-0.89,2,0.108,133,-341,0.99735,2.94,0.61,10,1,2.19722457733622,1
1.44409461104263,-2.9,0.05,0.32,4.6,0.041,-220,370,0.99184,3.04,0.03,13.7,-1,2.19722457733622,1
3.96158458934545,4.9,-1.365,0.34,1,0.068,32,143,0.96046,3.24,-0.06,16.7,0,1.79175946922805,2
3.68194411983733,13.4,0.14,-0.07,-15.4,0.362,83,-103,1.01471,4.27,0.55,8.5,0,2.30258509299405,3
1.95704584159384,10.8,-0.68,0.37,23.5,0.073,79,200,1.03375,3.29,-0.88,11.9,0,1.94591014905531,1
3.00279024942354,7.9,0.58,-1.55,17.4,0.442,23,94,0.99686,3.49,0.58,9.5,-1,2.19722457733622,3
3.38823029375746,6.5,1.69,-0.68,15.3,0.038,-110,107,1.00949,3.32,0.41,11.6,0,1.94591014905531,2
1.9761045657377,7.3,0.56,0,-55.8,-0.46,6,185,0.9948,3.59,-0.45,13.3,0,1.94591014905531,1
3.59729442685473,5.4,-0.18,0,1.2,0.041,-167,152,1.02722,3.09,4.18,12.5,0,1.79175946922805,2
2.70641518809279,6.9,0.3,0.49,-45.6,0.057,25,156,1.03915,4.61,0.63,12.9,-1,2.07944154167984,2
4.27608262710647,6.6,1.57,0.25,-50.5,0.038,-237,121,1.01841,0.93,0.71,12.6,1,1.94591014905531,2
3.97991152130918,6.2,0.39,0.09,-56.5,0.393,15,26,1.04183,3.57,0.63,8.2,0,1.94591014905531,3
2.21787538655764,11,1.18,0.44,2.2,-0.092,247,24,1.00005,1.84,1.72,9.2,-1,2.77258872223978,2
3.57686262410756,5.9,0.36,0.04,-18.1,0.046,187,87,0.9934,3.22,0.51,5.7,0,1.79175946922805,2
4.97031873629415,6.4,-0.425,0.12,1.1,0.035,269,491,0.96094,4.1,0.09,13.6,0,1.94591014905531,4
5.28694918394772,4.1,0.29,0.41,10.8,0.048,22,348,0.98441,1.9,0.71,13.16666667,1,1.94591014905531,3
2.43315716832824,6,-0.36,0.15,-28.8,0.551,-143,403,0.99571,3.05,1.67,9.1,1,1.79175946922805,1
4.63037929241335,8.8,-0.29,-0.79,10.8,0.285,415,56,1.03674,2.56,-0.65,5.2,1,2.30258509299405,3
2.76031086899101,6.7,0.15,0.79,7.9,0.059,284,81,0.99512,4.05,-0.17,5.1,-1,1.94591014905531,2
1.47122738502456,6.8,0.27,-1.21,58.2,-0.11,36,572,1.04811,3.15,1.91,7.8,-1,1.94591014905531,1
1.97885064339797,8.1,0.245,0.33,1.1,0.049,-346,318,1.01675,3.13,0.42,13.2,0,1.79175946922805,1
1.6288089650018,11.8,0.33,-0.55,3.4,0.093,54,325,0.97515,2.96,0.76,10.7,0,2.56494935746154,1
1.89805720440567,6.4,0.18,0.32,31.5,-0.33,24,30,0.9963,3.35,2.85,9.4,0,1.94591014905531,1
3.42711940123177,14.8,0.59,-2.33,1.6,-0.47,3,16,0.9962,3.42,0.92,17.2,0,2.19722457733622,2
1.64363798665221,9.1,1.465,0,11.3,0.093,269,-222,0.98526,3.36,0.92,3.6,0,2.30258509299405,1
3.44310174041514,6.6,0.62,0.2,-10,0.046,-53,-84,1.01832,3.17,-0.95,9.3,0,1.94591014905531,2
2.98218125701904,4.4,0.84,0.54,2.2,0.587,278,377,0.9984,3.08,-0.74,9.3,0,2.484906649788,2
2.82062659104029,17.4,0.85,0.33,1.9,0.857,37,190,0.98945,3.26,0.58,9.7,-1,1.79175946922805,2
5.82757555144025,7,0.29,-0.54,1.6,-0.882,-182,-235,1.02097,3.26,0.47,13.6,1,2.07944154167984,4
3.92430003794527,-1.1,1.08,0.02,-61.2,0.049,-273,-26,1.06081,3.05,0.63,9.95,0,1.94591014905531,3
3.37296657991866,7.7,0.28,0.33,2.4,0.053,-25,175,0.992,3.2,-2.43,7.9,0,2.07944154167984,2
3.61521999295932,7.2,-0.13,-1.28,43.9,-0.504,80,98,0.96192,3.13,-0.21,25.2,-1,2.07944154167984,3
1.86867248932097,18.6,1.59,-0.76,-57.1,-1.124,34,299,0.9964,3.36,1.19,10,0,2.07944154167984,1
3.48333325742919,11.2,-1.22,-1.07,2.4,0.042,30,382,0.994,3.43,0.61,10.5,0,2.07944154167984,2
2.7585778952893,6.8,0.22,-1.27,10.6,0.07,161,188,0.99654,2.87,-1.03,6,-1,1.94591014905531,2
4.12527011802549,6.6,0.26,3.21,-54,0.04,18,21,1.01298,1.84,-0.98,7.5,0,1.94591014905531,3
2.89939380786302,28.1,0.18,0.81,-39.4,0.074,17,149,1.04589,3,-0.14,15.8,-1,1.94591014905531,2
4.69447750993886,8.9,0.205,0.13,3.45,0.415,41,152,1.03686,3.97,0.52,13.8,1,2.30258509299405,3
2.00808004277579,-1.3,-2.12,-0.88,-4.1,0.066,225,207,0.98366,2.91,0.52,9.8,0,1.94591014905531,1
3.23772145136399,28.6,0.655,0.88,92.5,0.511,15,113,0.98617,3.17,-0.92,9.8,0,2.19722457733622,2
3.4878911205144,-0.9,0.56,3.15,3.1,0.428,28,157,0.994,3.13,0.58,12.1,0,1.94591014905531,2
4.4659979925774,13.5,0.39,0.2,1.2,0.041,35,532,0.99225,1.99,-1.32,11,1,1.94591014905531,2
2.78156540573701,6.8,1.09,-1.06,-12.5,0.404,225,172,0.97741,3.29,0.55,11.6,-1,1.94591014905531,2
1.8834020111392,-5.7,0.21,0.26,-35.4,0.061,-34,198,0.99918,3.11,1.59,10,0,1.94591014905531,1
3.24789227591614,7.1,-0.1,0.41,3.1,0.018,15,37,0.99004,3.02,0.86,11.9,-1,2.07944154167984,3
1.45636130691752,7.1,-0.99,-0.35,59.6,0.215,-213,-68,1.02786,3.88,1.7,11.1,-1,2.07944154167984,1
2.74591444210858,13.8,-0.16,0.17,31.9,0.065,236,24,1.00728,4.49,0.68,11.05,-1,2.07944154167984,2
2.74380197115545,7.7,0.28,0.29,4.3,-0.192,190,392,0.9939,2.06,1.31,10.2,-1,2.07944154167984,2
1.47165616018335,2.2,0.55,-0.04,-8.3,0.323,306,201,0.99253,2.38,1.93,11.4,-1,2.07944154167984,1
2.34773737738878,6,-0.65,0.05,-24.5,0.066,344,17,1.03209,3.52,1.04,4.3,1,1.94591014905531,1
2.24540915181985,8.5,1.48,0.74,-22.9,0.048,603,-180,0.9928,3.39,1.89,11.2,1,2.19722457733622,1
2.28122922989998,8.7,-0.43,0.42,-14.4,0.053,27,114,0.97125,4.16,-0.14,10,1,2.19722457733622,1
3.23002188381202,7,0.44,-0.08,-25.6,-0.917,-68,-78,1.02601,3.13,0.43,9.8,-1,2.07944154167984,3
2.51863849007569,13.5,0.49,-0.07,2.6,0.068,4,53,0.95126,3.3,0.47,-3,-1,2.07944154167984,2
3.32170578419233,6.9,0.87,0.79,-110,0.402,-338,78,0.9898,3.12,0.31,12.5,0,2.07944154167984,2
3.37119585241565,6,0.58,1.96,-8.9,-0.126,29,200,0.9912,1.86,0.71,12.3,-1,1.94591014905531,3
3.32277715101024,5.6,-0.25,1.66,-23.7,0.022,163,-134,1.04348,3.29,1.06,12.2,0,2.19722457733622,2
3.94220845920176,0.5,0.57,1.62,2,0.104,471,953,0.9963,2.09,1.26,10.1,1,2.39789527279837,2
2.31354521196104,7.4,1.34,1.71,3.7,0.399,544,73,0.9915,3.06,0.45,11.4,1,2.07944154167984,1
4.57969629843409,0,1.47,-1.04,3.8,-0.201,214,142,0.992,3.05,-1.22,11.2,1,1.79175946922805,2
1.81395603342673,2.3,0.32,0.14,45.2,0.21,83,180,0.9961,1.89,0.47,8.8,0,2.07944154167984,1
1.87808285810801,6.4,0.24,1.09,5.8,0.621,44,120,0.9942,2.82,0.98,10.5,0,1.94591014905531,1
1.73153638167386,2.6,0.29,-0.38,2.2,0.05,216,-344,1.00342,3.47,0.9,10.3,0,2.30258509299405,1
4.41464548071598,6.6,0.24,-0.4,15.8,0.035,326,110,1.03781,3.24,-0.47,10.7,1,1.94591014905531,2
4.38586107592,5.9,1.18,0.79,2.4,0.03,-175,-245,1.03173,4.45,-0.06,19.6,0,1.79175946922805,3
3.23688653524904,12.7,1.23,-0.15,9.5,-0.56,15,130,1.09391,3.1,0.44,7.6,0,2.07944154167984,2
3.61216164163055,8.2,0.37,0.25,-55.5,-0.286,196,84,0.9909,3.85,0.28,11.7,0,1.94591014905531,2
4.11239432717193,16,0.5,1.34,4.1,0.036,193,131,0.9902,3.7,-0.87,6.3,0,1.94591014905531,3
3.41783038288333,-7.9,0.21,-2.25,19.9,0.057,168,327,0.9774,3.89,0.59,12.3,0,2.07944154167984,2
2.44527197005151,6.2,-0.37,-1.39,2.2,-0.673,19,-96,0.9946,2.91,0.9,9.4,1,1.94591014905531,1
6.04104540487387,7.6,0.08,-0.47,-33.1,-0.026,7,70,0.9966,3.36,0.99,9.4,2,2.19722457733622,3
4.5696217359803,5.9,-0.29,0.23,36.1,0.035,20,-297,0.97677,3.14,1.37,16,1,1.94591014905531,2
1.8024629448618,-0.4,0.22,-0.44,-100.4,0.222,29,93,0.9927,4.07,1.66,8.3,0,2.07944154167984,1
4.11488921704688,8.6,0.45,0.5,44.9,-0.381,24,31,0.98862,2.94,0.38,13.4,0,2.07944154167984,3
5.08497869428918,-8.5,0.22,0.33,2,-0.272,-30,-194,0.95462,3.76,0.55,11.4,1,2.07944154167984,3
2.94373779615481,9.5,0.32,1.19,2.7,0.018,109,516,0.99067,3.67,2.5,11.7,-1,1.79175946922805,2
2.33177551236198,7.7,0.39,0.34,4.7,0.056,331,119,0.97866,3.12,1.57,10.2,1,2.07944154167984,1
1.76485539391139,13.9,0.23,0.84,24.4,0.037,181,141,1.04695,3.09,0.32,13.7,0,2.30258509299405,1
4.10939484140837,0.1,0.31,0.36,4.8,-0.535,245,142,0.9925,3.01,-0.6,15,0,2.19722457733622,3
4.86751527881378,5.8,0.34,0.37,1.8,0.383,70,170,0.99035,3.38,1.59,11.8,0,1.79175946922805,4
4.94081143937332,-8.1,-1.02,0.25,59.8,-1.125,21,124,0.99362,3.06,0.38,9.9,0,1.94591014905531,4
1.5746178562958,6.1,1.32,0.3,1.2,-0.422,36,-81,0.991,4.24,0.56,16.8,-1,1.94591014905531,1
4.01049623371849,7.2,0.58,0.27,5.8,0.032,40,-88,1.01089,3.17,0.53,12.8,0,2.07944154167984,3
4.57232288168752,17,0.2,1.27,1.4,0.045,21,318,0.98363,3.83,0.46,10,0,2.07944154167984,4
3.22900124311869,7.1,0.28,-0.56,37.2,0.84,48,184,1.04097,3.9,-0.18,9.4,0,2.07944154167984,2
2.1307612113198,3.1,0.42,0.21,-102.8,0.092,33,-762,0.99823,4.19,2.21,4.9,1,2.19722457733622,1
4.0849174903104,0,-0.35,0.73,4.1,0.074,27,85,0.99706,5.42,0.32,3.7,1,2.07944154167984,2
3.46080969695222,7.2,0.24,1.83,13.9,-0.496,52,106,0.99269,3.69,0.77,10.8,0,2.07944154167984,2
3.3332676542108,14.7,0.26,0.4,1.1,0.042,9,60,0.97693,2.34,2.25,7.6,0,2.07944154167984,2
4.33109673109846,18.5,1.1,0.24,31.6,0.484,56,171,0.94961,4.21,-0.52,9.8,1,1.94591014905531,2
3.55976641327141,1.1,0.665,0.04,56.8,0.031,48,71,1.00808,3.94,0.32,15.9,0,1.94591014905531,2
5.18087267875029,7,-0.97,2.37,8.7,0.045,-351,222,1.02857,4.13,0.54,10.7,1,1.94591014905531,3
1.18800847481247,6.9,0.3,-0.63,-52.8,0.048,10,147,0.99059,3.04,0.46,11.6,-2,2.07944154167984,1
4.09439894040743,6.8,0.19,-0.3,13.7,0.038,-221,-291,0.99332,3.12,0.44,10.7,0,1.94591014905531,3
5.36109508856585,6.4,0.32,0.26,131.6,-0.404,53,-36,1.01666,2.49,0.5,16,1,1.94591014905531,3
2.30146233312285,7.5,-0.9,0.23,27.2,0.054,28,278,1.02535,3.18,-1.33,6.6,1,2.07944154167984,1
5.04896342385963,6.1,0.9,-1.76,60.1,0.046,39,151,0.9984,2.87,2.04,10.6,1,1.94591014905531,3
1.46212116631941,5.2,0.325,0.16,2,-0.961,13,49,0.9962,3.38,0.57,9.7,-1,2.19722457733622,1
4.42969099240423,4.2,0.215,0.23,96,-0.293,83,112,0.99688,3.46,0.09,5.1,0,1.6094379124341,3
